search 	 搜索
what s the forecast for tonight far from east carpathian biosphere reserve ? 	 今晚远离喀尔巴阡山脉东部生物圈保护区的预报是什么？
restaurant 	 餐厅
book a table for five at a restaurant with the best rating 	 在评分最高的餐厅预订五人一桌
movie 	 电影
what is the movie schedule for animated movies playing in the neighborhood ? 	 在附近播放动画电影的电影时间表是什么？
search 	 搜索
hook me up with a song by dancing girl 	 通过跳舞的女孩吸引我一首歌
movie 	 电影
find the movie schedule for arclight hollywood 	 查找arclight好莱坞的电影时间表
weather 	 天气
when will the weather be temperate like it is now in stansbury park in tuvalu 	 天气何时会像现在图瓦卢的斯坦斯伯里公园一样温和
search 	 搜索
i want to listen to the song the loving spirit 	 我想听那首充满爱意的歌
music 	 音乐
use deezer to play the last song from lee dorrian 	 使用Deezer播放lee Dorrian的最后一首歌
restaurant 	 餐厅
book me seating at a popular joint for sep the 10th 	 预定我在9月10日在一个受欢迎的关节座位
restaurant 	 餐厅
i want to eat at a food truck this week with my colleague and i 	 我本周想和我的同事在餐车上吃饭
search 	 搜索
search for the painting hess a biography 	 搜索这幅画。
restaurant 	 餐厅
in a week make a reservation for a table of 7 in district of columbia 	 一周内预定哥伦比亚特区的7人桌
search 	 搜索
find the garden of eden 	 找到伊甸园
search 	 搜索
please pull up nothing feels good 	 请拉起什么都不舒服
restaurant 	 餐厅
i would like to find a cafe that serves grilled meat close by in tunisia and need a table for 2 one second from now 	 我想在突尼斯附近找到一家提供烤肉的咖啡馆，从现在起每秒钟需要一张桌子2
movie 	 电影
what time is between tears and smiles playing 	 泪水和微笑之间的时间是多少
weather 	 天气
what s the snowfall at noon in in 	 中午的降雪量是多少
search 	 搜索
search for big ideas painting 	 寻找大想法绘画
restaurant 	 餐厅
im looking to get reservations for me jillian and louella at a restaurant that is faraway from tx 	 我想在离TX较远的一家餐厅预订jillian和louella
weather 	 天气
what is the weather prediction for acworth north korea in six years 	 六年前北朝鲜acworth的天气预报是什么
weather 	 天气
how s the weather going to be on jul 2 in whiteside 	 怀特赛德7月2日的天气怎么样
music 	 音乐
i want to hear somi s songs from the twenties 	 我想听听二十多岁的索米的歌
movie 	 电影
movie schedule for harkins theatres 	 哈金斯剧院的电影时间表
search 	 搜索
i d like to see spyforce 	 我想看spyforce
search 	 搜索
look up the dock of the bay show 	 查找海湾表演码头
movie 	 电影
give me movie times for regal entertainment group 	 给我富豪娱乐集团的电影时间
restaurant 	 餐厅
book a restaurant for one person at three pm 	 下午三点为一个人预订餐厅
search 	 搜索
show the soonchild painting 	 展示幼儿画
weather 	 天气
what is the forecast in north carolina 	 北卡罗来纳州的天气预报是什么
movie 	 电影
what is the movie schedule for the movies that are playing nearby ? 	 在附近播放的电影的电影时间表是什么？
weather 	 天气
what is the weather forecast two hours and seventeen seconds from now in elgin schoolhouse state historic site 	 从现在起两小时十七秒在埃尔金校舍州历史遗址中的天气预报是什么
restaurant 	 餐厅
book in ri for one in wabuska 	 在ri预订一人在wabuska
restaurant 	 餐厅
book a spot at savoy hotel and grill that is neighboring wisconsin 	 预订与威斯康星州相邻的萨沃伊酒店和烧烤点
search 	 搜索
find the picture chorus line 	 找到图片合唱线
music 	 音乐
play the best bruce ruffin music on youtube 	 在YouTube上播放最佳布鲁斯·鲁芬音乐
search 	 搜索
what is the cheapest price for the saga called 2006 wikipedia cd selection ? 	 传说中最便宜的价格是2006维基百科cd选择？
music 	 音乐
play me a chris needham song on vimeo 	 在vimeo上为我播放克里斯·李约瑟姆之歌
music 	 音乐
play me a song by michael diamond 	 播放迈克尔·戴蒙德（Michael Diamond）的歌曲
movie 	 电影
show me movie times for southern theatres 	 给我看南方剧院的电影时间
music 	 音乐
play the most popular miles jones track 	 播放最受欢迎的英里琼斯曲目
search 	 搜索
find a trailer called just say noël 	 找到一个叫“noël”的预告片
weather 	 天气
what is the weather forecast for boden 	 博登的天气预报是什么
movie 	 电影
is redacted playing at the closest cinema ? 	 是否在最近的电影院放映了？
movie 	 电影
when will the santikos theatres be showing animated movies 	 桑蒂科斯剧院何时放映动画电影
weather 	 天气
tell me if there will be hail at tea time in nordland 	 告诉我在诺德兰的下午茶时间是否会出现冰雹
restaurant 	 餐厅
book north indian osteria at 12 am 	 于凌晨12点预定北印度osteria
movie 	 电影
let me get the movie schedule for lunch time 	 让我得到午餐时间的电影时间表
weather 	 天气
what s the weather at eleven pm in craig mountain wildlife management area 	 克雷格山野生生物管理区晚上11点的天气如何
movie 	 电影
can i have the movie schedule for imax corporation 	 我可以为imax公司制作电影时间表吗？
movie 	 电影
where does the return of the whistler play at the bow tie cinemas at 03 01 48 a m 	 领结电影院在03 01 48 a m吹口哨的人在哪里玩
music 	 音乐
play fight on state 	 在状态上打架
music 	 音乐
play slacker tunes 	 演奏轻松的曲调
movie 	 电影
when is blood and ice cream-trilogie playing at the nearest movie theatre ? 	 最近的电影院什么时候播放鲜血和冰淇淋三部曲？
search 	 搜索
show the invisible hook trailer 	 显示隐形钩拖车
music 	 音乐
play a sixties song by classified 	 按分类播放六十年代的歌曲
restaurant 	 餐厅
make reservations for me at a taverna in hong kong 	 在香港的一家小酒馆为我预订
restaurant 	 餐厅
i need a table for 4 at a restaurant around 0 am 	 我需要在凌晨0点左右在一家餐厅摆4张桌子
music 	 音乐
play 1958 music 	 播放1958年的音乐
music 	 音乐
play twenties chant from lagaylia frazier on itunes 	 在itunes上播放lagaylia frazier的二十年代颂歌
music 	 音乐
play hora din moldova by yamazaki maso 	 播放hora din摩尔多瓦by yamazaki maso
weather 	 天气
what will the weather be in cummings mississippi in eleven years 	 十一年后，康明斯密西西比州的天气如何？
weather 	 天气
is it supposed to be sunny here ? 	 这里应该晴天吗？
search 	 搜索
i d like to play the album clarke 	 我想播放专辑clarke
music 	 音乐
play a new tune by louis silvers 	 路易斯·西尔斯（Louis Silvers）演奏新曲
weather 	 天气
i need to know the weather at the queen elizabeth national park 	 我需要知道伊丽莎白女王国家公园的天气
movie 	 电影
is the sleeping beauty playing at 8 a m at cobb theatres 	 是在柯布剧院上午8点播放的沉睡美女
restaurant 	 餐厅
i want to find a restaurant that has a table for two at 5 am 	 我想找到一家在凌晨5点有两张桌子的餐厅
music 	 音乐
play the song jingle bells 	 播放歌曲铃儿响叮当
music 	 音乐
use the service zvooq to play top-10 by artist coolio 	 使用服务zvooq播放艺术家coolio的前10名
music 	 音乐
play any chanson 	 玩任何香颂
music 	 音乐
play some seventies music by janne puurtinen on youtube 	 在youtube上播放janne puurtinen的一些七十年代音乐
restaurant 	 餐厅
book a reservation for seven people at a highly rated restaurant that serves moroccan food in east greenville 	 在一家备受好评的东格林维尔餐厅供应摩洛哥美食的餐厅，为七个人预订房间
music 	 音乐
play the most popular 1956 record 	 播放1956年最受欢迎的唱片
music 	 音乐
play some indie music on spotify 	 在Spotify上播放一些独立音乐
weather 	 天气
what will the weathr be in akin jamaica ? 	 哭泣的人会变成什么样的牙买加？
music 	 音乐
play me a popular song by koichi domoto 	 给我播放一首流行歌曲《堂本浩一》
restaurant 	 餐厅
make me a reservation at a fast food restaurant for elba and corina at a restaurant with parking 	 让我在快餐店预订elba和corina在有停车场的餐厅
movie 	 电影
find movie times 	 查找电影时间
restaurant 	 餐厅
book a bakery for lebanese on january 11th 2032 	 在2032年1月11日预订黎巴嫩面包店
search 	 搜索
please help me find the bloom remix album song 	 请帮我找到Bloom Remix专辑歌曲
music 	 音乐
i d like to listen to diana vickers best tune from the twenties 	 我想听听20世纪20年代的戴安娜（Diana Vickers）最佳歌曲
music 	 音乐
play melody music from the fourties 	 播放四十年代的旋律音乐
movie 	 电影
what time is do sher playing 	 她什么时候玩
search 	 搜索
find a novel called best hits live save the children speed live 2003 	 找一本名叫Best Hits Live的小说拯救孩子们速度Live 2003
movie 	 电影
what are the movie times for dickinson theatres 	 迪金森剧院的电影时间是几点
music 	 音乐
play top-ten eighties song 	 播放八十年代前十首歌
restaurant 	 餐厅
i need to book a restaurant that serves sundanese in bonaire for 7 	 我需要预定一家在博奈尔岛上供应sun丹的餐厅，费用为7
search 	 搜索
find a novel called downward to the earth 	 找到一本叫人倒地的小说
search 	 搜索
can you search a song for mama book for me? 	 你可以为我搜索一本妈妈书的歌曲吗？
weather 	 天气
is it going to get windy today in tunisia ? 	 今天突尼斯会刮风吗？
movie 	 电影
where is the nearest movie house that is playing sirivantha 	 最近的电影院在哪里播放sirivantha
restaurant 	 餐厅
i need to book a restaurant for eight nearby limerick one year from now that serves jerky 	 从现在开始，我需要从一年后为附近的八个打油诗书预订一家餐厅
weather 	 天气
what is the bahamas forecast for stormy weather at 07 43 21 	 巴哈马7月21日的暴风雨天气预报是多少
weather 	 天气
what s the forecast for il around tea time? 	 下午茶时间的预测值是多少？
movie 	 电影
show me the schedule of movie shadow of a woman 	 给我看一个女人的电影影子时间表
restaurant 	 餐厅
book a bar in san marino for five 	 预订五个在圣马力诺的酒吧
search 	 搜索
show me tears on my pillow 	 让我在枕头上流泪
search 	 搜索
find a picture of music hole 	 找到音乐洞的图片
movie 	 电影
i d like to see movie schedules for kerasotes theatres 	 我想看喀拉索特剧院的电影时间表
search 	 搜索
i m looking for the movie white unicorn 	 我在寻找电影白色独角兽
restaurant 	 餐厅
book a spot for six in greece 	 在希腊预定六点
search 	 搜索
show the philosophy and phenomenological research saga 	 展示哲学和现象学研究传奇
